Type (House/Senate),State,Affiliation,Name,District,Platform,Handle,Unique ID,Date added
House,California,Democrat,Angelica Maria Duenas,29,Twitter,angelica4ca,1222586478,9/20/2022
House,California,Democrat,Angelica Maria Duenas,29,Facebook,Angelica4CA,,9/20/2022
House,California,Democrat,Angelica Maria Duenas,29,YouTube,,https://www.youtube.com/channel/UCTK7FCywEP_RYeGoL4ZQl0g,9/20/2022
House,California,Democrat,Judy Chu,28,Twitter,RepJudyChu,193732179,9/20/2022
House,California,Democrat,Judy Chu,28,Twitter,JudyChuCampaign,793208286,9/20/2022
House,California,Democrat,Judy Chu,28,Facebook,RepJudyChu,,9/20/2022
House,California,Democrat,Judy Chu,28,Facebook,Chu4Congress,,9/20/2022
House,California,Democrat,Judy Chu,28,Instagram,repjudychu,,9/20/2022
House,California,Democrat,Judy Chu,28,YouTube,,https://www.youtube.com/user/RepJudyChu,9/20/2022
House,California,Democrat,Jay Chen,45,Twitter,jfchen,14386156,9/20/2022
House,California,Democrat,Jay Chen,45,Facebook,ChenforCongress,,9/20/2022
House,California,Democrat,Jay Chen,45,YouTube,,https://www.youtube.com/channel/UCf2Iba2Okwl2wmDpXRwhumg,9/20/2022
House,California,Democrat,Jay Chen,45,Instagram,chenforcongress,,9/20/2022
House,California,Republican,Michelle Steel,45,Twitter,RepSteel,1343740146630451200,9/20/2022
House,California,Republican,Michelle Steel,45,Twitter,MichelleSteelCA,1122934522134315008,9/20/2022
House,California,Republican,Michelle Steel,45,Facebook,RepSteel,,9/20/2022
House,California,Republican,Michelle Steel,45,Facebook,MichelleSteelCA,,9/20/2022
House,California,Republican,Michelle Steel,45,YouTube,,https://www.youtube.com/channel/UCBNWH0p8NirP9V2DaKbgMWQ,9/20/2022
House,California,Republican,Michelle Steel,45,YouTube,,https://www.youtube.com/channel/UCWJdUTHx85v5kps3sLRCxNw,9/20/2022
House,California,Republican,Michelle Steel,45,Instagram,repsteel,,9/20/2022
House,California,Republican,Michelle Steel,45,Instagram,michellesteelca,,9/20/2022
House,California,Democrat,Josh Harder,9,Twitter,RepJoshHarder,1080851152151953408,9/20/2022
House,California,Democrat,Josh Harder,9,Twitter,JoshHarder,438665212,9/20/2022
House,California,Democrat,Josh Harder,9,Facebook,RepJoshHarder,,9/20/2022
House,California,Democrat,Josh Harder,9,Facebook,harderforcongress,,9/20/2022
House,California,Democrat,Josh Harder,9,YouTube,,https://www.youtube.com/channel/UC-bcHaK1t-JycGTyUX3tkgw,9/20/2022
House,California,Democrat,Josh Harder,9,YouTube,,https://www.youtube.com/channel/UCu4uO3UTLBceqVQCTW9P_bg,9/20/2022
House,California,Democrat,Josh Harder,9,Instagram,repjoshharder,,9/20/2022
House,California,Democrat,Josh Harder,9,Instagram,harderforcongress,,9/20/2022
House,California,Republican,Tom Patti,9,Twitter,SupeTomPatti,818603688885415936,9/20/2022
House,California,Republican,Tom Patti,9,Facebook,tompattistockton,,9/20/2022
House,California,Republican,Tom Patti,9,YouTube,,https://www.youtube.com/channel/UC6h5_O_qFCG-g48k_NLFGUg,9/20/2022
House,California,Republican,Tom Patti,9,Instagram,tompattisj,,9/20/2022
House,California,Democrat,Lou Correa,46,Twitter,RepLouCorrea,815985039485837312,9/20/2022
House,California,Democrat,Lou Correa,46,Twitter,voteloucorrea,746481056145018880,9/20/2022
House,California,Democrat,Lou Correa,46,Facebook,RepLouCorrea,,9/20/2022
House,California,Democrat,Lou Correa,46,Facebook,VoteLouCorrea,,9/20/2022
House,California,Democrat,Lou Correa,46,YouTube,,https://www.youtube.com/channel/UCIKJJp4QJIDjnjodc23qKkw,9/20/2022
House,California,Democrat,Lou Correa,46,Instagram,reploucorrea,,9/20/2022
House,California,Democrat,Lou Correa,46,Instagram,voteloucorrea,,9/20/2022
House,California,Republican,Christoper Gonzales,46,Twitter,gonzalesforCA46,1512654557913890816,9/20/2022
House,California,Republican,Christoper Gonzales,46,Facebook,gonzalesforcongress,,9/20/2022
House,California,Republican,Christoper Gonzales,46,Instagram,gonzales4congress,,9/20/2022
House,California,Democrat,Jim Costa,21,Twitter,RepJimCosta,245451804,9/20/2022
House,California,Democrat,Jim Costa,21,Facebook,RepJimCosta,,9/20/2022
House,California,Democrat,Jim Costa,21,Facebook,CostaForCongress,,9/20/2022
House,California,Democrat,Jim Costa,21,YouTube,,https://www.youtube.com/user/RepJimCostaCA20,9/20/2022
House,California,Democrat,Jim Costa,21,Instagram,repjimcosta,,9/20/2022
House,California,Republican,Michael Maher,21,Twitter,maher4congress,1486015909647036416,9/20/2022
House,California,Republican,Michael Maher,21,Facebook,Maher4Congress,,9/20/2022
House,California,Republican,Michael Maher,21,Instagram,maher4congress,,9/20/2022
House,California,Democrat,Jimmy Panetta,19,Twitter,RepJimmyPanetta,796736612554117120,9/20/2022
House,California,Democrat,Jimmy Panetta,19,Twitter,JimmyPanetta,4228409359,9/20/2022
House,California,Democrat,Jimmy Panetta,19,Facebook,RepJimmyPanetta,,9/20/2022
House,California,Democrat,Jimmy Panetta,19,Facebook,JimmyPanettaForCongress,,9/20/2022
House,California,Democrat,Jimmy Panetta,19,YouTube,,https://www.youtube.com/RepJimmyPanetta,9/20/2022
House,California,Democrat,Jimmy Panetta,19,YouTube,,https://www.youtube.com/channel/UC9zCFM1whT52R4CeHhcUr5g,9/20/2022
House,California,Democrat,Jimmy Panetta,19,Instagram,repjimmypanetta,,9/20/2022
House,California,Democrat,Jimmy Panetta,19,Instagram,jimmypanettaforcongress,,9/20/2022
House,California,Republican,Jeff Gorman,19,Twitter,JeffGormanMRY,774003095617634304,9/20/2022
House,California,Democrat,Grace Napolitano,31,Twitter,gracenapolitano,161411080,9/20/2022
House,California,Democrat,Grace Napolitano,31,Twitter,grace4congress,4895651115,9/20/2022
House,California,Democrat,Grace Napolitano,31,Facebook,RepGraceNapolitano,,9/20/2022
House,California,Democrat,Grace Napolitano,31,Facebook,GraceNapolitanoforCongress,,9/20/2022
House,California,Democrat,Grace Napolitano,31,YouTube,,https://www.youtube.com/user/RepGraceNapolitano,9/20/2022
House,California,Democrat,Grace Napolitano,31,Instagram,repgracenapolitano,,9/20/2022
House,California,Democrat,Mark DeSaulnier,10,Twitter,RepDeSaulnier,2968007206,9/21/2022
House,California,Democrat,Mark DeSaulnier,10,Twitter,MarkDeSaulnier,30252303,9/21/2022
House,California,Democrat,Mark DeSaulnier,10,Facebook,RepMarkDeSaulnier,,9/21/2022
House,California,Democrat,Mark DeSaulnier,10,Facebook,MarkDeSaulnier,,9/21/2022
House,California,Democrat,Mark DeSaulnier,10,Instagram,repdesaulnier,,9/21/2022
House,California,Green Party,Michael Ernest Kerr,10,Twitter,MEKPeaceJustice,1185070449954148352,9/21/2022
House,California,Democrat,Marisa Wood,20,Twitter,MarisaWoodCA,1391781110183456768,9/21/2022
House,California,Democrat,Marisa Wood,20,Instagram,marisawoodforcongress,,9/21/2022
House,California,Democrat,Marisa Wood,20,Facebook,marisawoodforcongress,,9/21/2022
House,California,Democrat,Marisa Wood,20,YouTube,,https://www.youtube.com/channel/UCwOBst_5AQ3e-DRgBAdDCkA,9/21/2022
House,California,Republican,Kevin McCarthy,20,Twitter,GOPLeader,19739126,9/21/2022
House,California,Republican,Kevin McCarthy,20,Twitter,kevinomccarthy,15428227,9/21/2022
House,California,Republican,Kevin McCarthy,20,Facebook,RepKevinMcCarthy,,9/21/2022
House,California,Republican,Kevin McCarthy,20,Facebook,kevinomccarthy,,9/21/2022
House,California,Republican,Kevin McCarthy,20,Instagram,repkevinmccarthy,,9/21/2022
House,California,Republican,Kevin McCarthy,20,YouTube,,https://www.youtube.com/user/RepKevinMcCarthy,9/21/2022
House,California,Republican,Kevin McCarthy,20,YouTube,,https://www.youtube.com/c/KevinMcCarthy,9/21/2022
House,California,Democrat,Mike Thompson,4,Twitter,RepThompson,303861808,9/21/2022
House,California,Democrat,Mike Thompson,4,Twitter,Mike_CA05,3612420317,9/21/2022
House,California,Democrat,Mike Thompson,4,Facebook,RepMikeThompson,,9/21/2022
House,California,Democrat,Mike Thompson,4,Facebook,mikethompsonforcongress,,9/21/2022
House,California,Democrat,Mike Thompson,4,Instagram,repmikethompson,,9/21/2022
House,California,Democrat,Mike Thompson,4,YouTube,,https://www.youtube.com/user/CongressmanMThompson,9/21/2022
House,California,Republican,Matt Brock,4,Facebook,mattbrock4congress,,9/21/2022
House,California,Democrat,Anna Eshoo,16,Twitter,RepAnnaEshoo,249348006,9/21/2022
House,California,Democrat,Anna Eshoo,16,Twitter,Eshoo4Congress,482713734,9/21/2022
House,California,Democrat,Anna Eshoo,16,Facebook,RepAnnaEshoo,,9/21/2022
House,California,Democrat,Anna Eshoo,16,Facebook,Eshoo4Congress,,9/21/2022
House,California,Democrat,Anna Eshoo,16,Instagram,RepAnnaEshoo,,9/21/2022
House,California,Democrat,Anna Eshoo,16,Instagram,annageshoo,,9/21/2022
House,California,Democrat,Anna Eshoo,16,YouTube,,https://www.youtube.com/user/RepAnnaEshoo,9/21/2022
House,California,Democrat,Rishi Kumar,16,Twitter,RishiKumar1,43740218,9/21/2022
House,California,Democrat,Rishi Kumar,16,Instagram,rishikumarforcongress,,9/21/2022
House,California,Democrat,Rishi Kumar,16,YouTube,,https://www.youtube.com/c/RishiKumarforUSCongressCA18,9/21/2022
House,California,Democrat,Ro Khanna,17,Twitter,RepRoKhanna,816298918468259840,9/21/2022
House,California,Democrat,Ro Khanna,17,Twitter,RoKhanna,771152516,9/21/2022
House,California,Democrat,Ro Khanna,17,Facebook,RepRoKhanna,,9/21/2022
House,California,Democrat,Ro Khanna,17,Facebook,RoKhannaUSA,,9/21/2022
House,California,Democrat,Ro Khanna,17,Instagram,reprokhanna,,9/21/2022
House,California,Democrat,Ro Khanna,17,Instagram,rokhannausa,,9/21/2022
House,California,Democrat,Ro Khanna,17,YouTube,,https://www.youtube.com/channel/UCr4KOYv1o1oEQhy1jhhm3pQ,9/21/2022
House,California,Democrat,Ro Khanna,17,YouTube,,https://www.youtube.com/c/RoKhanna,9/21/2022
House,California,Republican,Ritesh Tandon,17,Twitter,tandon4congress,1189206039335276544,9/21/2022
House,California,Republican,Ritesh Tandon,17,Facebook,TandonforCongress,,9/21/2022
House,California,Republican,Ritesh Tandon,17,Instagram,tandonforcongress,,9/21/2022
House,California,Democrat,Doris Matsui,7,Twitter,DorisMatsui,38254095,9/21/2022
House,California,Democrat,Doris Matsui,7,Twitter,Matsui4Congress,169331127,9/21/2022
House,California,Democrat,Doris Matsui,7,Facebook,doris.matsui,,9/21/2022
House,California,Democrat,Doris Matsui,7,Facebook,Matsui4Congress,,9/21/2022
House,California,Democrat,Doris Matsui,7,Instagram,repdorismatsui,,9/21/2022
House,California,Democrat,Doris Matsui,7,YouTube,,https://www.youtube.com/channel/UCSqqxVkvskHq3cY2MCbTZsw,9/21/2022
House,California,Democrat,John Garamendi,8,Twitter,RepGaramendi,88806753,9/21/2022
House,California,Democrat,John Garamendi,8,Twitter,JohnGaramendi,18907463,9/21/2022
House,California,Democrat,John Garamendi,8,Facebook,repgaramendi,,9/21/2022
House,California,Democrat,John Garamendi,8,Facebook,johngaramendi,,9/21/2022
House,California,Democrat,John Garamendi,8,Instagram,repgaramendi,,9/21/2022
House,California,Democrat,John Garamendi,8,Instagram,john.garamendi,,9/21/2022
House,California,Democrat,John Garamendi,8,YouTube,,https://www.youtube.com/user/garamendiCA10,9/21/2022
House,California,Democrat,John Garamendi,8,YouTube,,https://www.youtube.com/user/JohnGaramendi,9/21/2022
House,California,Republican,Rudi Recile,8,Twitter,Rudy4USCongress,1431718014173384704,9/21/2022
House,California,Republican,Rudi Recile,8,Facebook,rudyforuscongress,,9/21/2022
House,California,Republican,Rudi Recile,8,YouTube,,https://www.youtube.com/channel/UCJbRsw3SAqDIL7AECtXphSw,9/21/2022
House,California,Democrat,Adam Schiff,30,Twitter,RepAdamSchiff,29501253,9/21/2022
House,California,Democrat,Adam Schiff,30,Twitter,AdamSchiff,133028836,9/21/2022
House,California,Democrat,Adam Schiff,30,Facebook,RepAdamSchiff,,9/21/2022
House,California,Democrat,Adam Schiff,30,Facebook,AdamSchiffCA,,9/21/2022
House,California,Democrat,Adam Schiff,30,Instagram,RepAdamSchiff,,9/21/2022
House,California,Democrat,Adam Schiff,30,Instagram,AdamSchiffCA,,9/21/2022
House,California,Democrat,Adam Schiff,30,YouTube,,https://www.youtube.com/RepAdamSchiff,9/21/2022
House,California,Democrat,Adam Schiff,30,YouTube,,https://www.youtube.com/channel/UCxbGmJ-0p7hWRwD3MIs2Xtw,9/21/2022
House,California,Democrat,Maebe A.Girl,30,YouTube,,https://www.youtube.com/channel/UCZFURLNy_rZQs12tBSdmfow,9/21/2022
House,California,Republican,Jay Obernolte,23,Twitter,JayObernolte,272482466,9/21/2022
House,California,Republican,Jay Obernolte,23,Twitter,TeamObernolte,1291597452357771264,9/21/2022
House,California,Republican,Jay Obernolte,23,Facebook,jayobernolte,,9/21/2022
House,California,Republican,Jay Obernolte,23,Facebook,ElectJay,,9/21/2022
House,California,Republican,Jay Obernolte,23,Instagram,jayobernolte,,9/21/2022
House,California,Republican,Jay Obernolte,23,YouTube,,https://www.youtube.com/c/jayobernolte,9/21/2022
House,California,Democrat,Derek Marshall,23,Twitter,DerekMarshallCA,1008760087341514752,9/21/2022
House,California,Democrat,Derek Marshall,23,Facebook,DerekMarshallCA,,9/21/2022
House,California,Democrat,Derek Marshall,23,Instagram,DerekMarshallCA,,9/21/2022
House,California,Democrat,Derek Marshall,23,YouTube,,https://www.youtube.com/channel/UC5ui_2JhehYAnAE5p_9N0ew,9/21/2022
House,California,Democrat,Jimmy Gomez,34,Twitter,RepJimmyGomez,2371339658,9/21/2022
House,California,Democrat,Jimmy Gomez,34,Twitter,JimmyGomezCA,398193180,9/21/2022
House,California,Democrat,Jimmy Gomez,34,Facebook,RepJimmyGomez,,9/21/2022
House,California,Democrat,Jimmy Gomez,34,Facebook,jimmygomezca,,9/21/2022
House,California,Democrat,Jimmy Gomez,34,Instagram,jimmygomezca,,9/21/2022
House,California,Democrat,Jimmy Gomez,34,Instagram,repjimmygomez,,9/21/2022
House,California,Democrat,Jimmy Gomez,34,YouTube,,https://www.youtube.com/channel/UCOmm091WM6D01xTdzsWNvbQ,9/21/2022
House,California,Democrat,Jimmy Gomez,34,YouTube,,https://www.youtube.com/channel/UC3CATll2ZF0-nBwFU1db-xg,9/21/2022
House,California,Democrat,David Kim,34,Twitter,DavidKimForCA,818276294328582144,9/21/2022
House,California,Democrat,David Kim,34,Facebook,DavidKimforCA,,9/21/2022
House,California,Democrat,David Kim,34,Instagram,davidkimforca,,9/21/2022
House,California,Democrat,David Kim,34,YouTube,,https://www.youtube.com/davidkimforca,9/21/2022
House,California,Democrat,Jared Huffman,2,Twitter,RepHuffman,1071102246,9/21/2022
House,California,Democrat,Jared Huffman,2,Twitter,JaredHuffman,334894942,9/21/2022
House,California,Democrat,Jared Huffman,2,Facebook,RepHuffman,,9/21/2022
House,California,Democrat,Jared Huffman,2,Facebook,jared.huffman.9,,9/21/2022
House,California,Democrat,Jared Huffman,2,Instagram,rephuffman,,9/21/2022
House,California,Democrat,Jared Huffman,2,YouTube,,https://www.youtube.com/user/RepHuffman,9/21/2022
House,California,Democrat,Jared Huffman,2,YouTube,,https://www.youtube.com/channel/UChSHWQE31_QsXv2SQ4aFj7w,9/21/2022
House,California,Democrat,Sara Jacobs,51,Twitter,RepSaraJacobs,1345103905869455360,9/21/2022
House,California,Democrat,Sara Jacobs,51,Twitter,SaraJacobsCA,1656913327,9/21/2022
House,California,Democrat,Sara Jacobs,51,Facebook,RepSaraJacobs,,9/21/2022
House,California,Democrat,Sara Jacobs,51,Facebook,SaraJacobsCA,,9/21/2022
House,California,Democrat,Sara Jacobs,51,Instagram,sarajacobsca,,9/21/2022
House,California,Democrat,Sara Jacobs,51,Instagram,repsarajacobs,,9/21/2022
House,California,Democrat,Sara Jacobs,51,YouTube,,https://www.youtube.com/channel/UCogCgQqMdYS75RiZaeaxm8w,9/21/2022
House,California,Democrat,Sara Jacobs,51,YouTube,,https://www.youtube.com/channel/UC66U6ma51475jG8aUzjGzVw,9/21/2022
House,California,Democrat,Stephen Houlahan,48,Twitter,electhoulahan,1352703942107381760,9/21/2022
House,California,Democrat,Stephen Houlahan,48,Facebook,profile.php?id=100062478170616,,9/21/2022
House,California,Democrat,Stephen Houlahan,48,Instagram,electhoulahan,,9/21/2022
House,California,Democrat,Stephen Houlahan,48,YouTube,,https://www.youtube.com/channel/UCV4_Kare07XcxzW-elYn3IQ,9/21/2022
House,California,Republican,Darrell Issa,48,Twitter,repdarrellissa,63650107,9/21/2022
House,California,Republican,Darrell Issa,48,Twitter,DarrellIssa,22509548,9/21/2022
House,California,Republican,Darrell Issa,48,Facebook,congressmandarrellissa,,9/21/2022
House,California,Republican,Darrell Issa,48,Facebook,darrellissa,,9/21/2022
House,California,Republican,Darrell Issa,48,Instagram,darrellissa,,9/21/2022
House,California,Republican,Darrell Issa,48,Instagram,repdarrellissa,,9/21/2022
House,California,Republican,Darrell Issa,48,YouTube,,https://www.youtube.com/user/RepDarrellIssa,9/21/2022
House,California,Democrat,Kermit Jones,3,Twitter,DrKermitJones,2909879002,9/21/2022
House,California,Democrat,Kermit Jones,3,Facebook,DrKermitJones,,9/21/2022
House,California,Democrat,Kermit Jones,3,Instagram,drkermitjones,,9/21/2022
House,California,Democrat,Kermit Jones,3,YouTube,,https://www.youtube.com/channel/UCJFEKv1DMObwfhJySww__3A,9/21/2022
House,California,Republican,Kevin Kiley,3,Twitter,KevinKileyCA,3180247177,9/21/2022
House,California,Republican,Kevin Kiley,3,Facebook,assemblymankiley,,9/21/2022
House,California,Republican,Kevin Kiley,3,Instagram,kevinpkiley,,9/21/2022
House,California,Republican,Kevin Kiley,3,YouTube,,https://www.youtube.com/channel/UChqJHkrka621X1lk38VJFCQ,9/21/2022
House,California,Democrat,Sydney Kamlager,37,Twitter,sydneykamlager,993539467817373696,9/21/2022
House,California,Democrat,Sydney Kamlager,37,Instagram,asmkamlagerdove,,9/21/2022
House,California,Democrat,Sydney Kamlager,37,Facebook,sydneykamlager,,9/21/2022
House,California,Democrat,Sydney Kamlager,37,Facebook,SenSydneyKamlager,,9/21/2022
House,California,Democrat,Jan Perry,37,Twitter,JanPerry,22559078,9/21/2022
House,California,Democrat,Jan Perry,37,Facebook,jancperry,,9/21/2022
House,California,Democrat,Jan Perry,37,Instagram,jancperry,,9/21/2022
House,California,Democrat,Ted Lieu,36,Twitter,RepTedLieu,3044993235,9/21/2022
House,California,Democrat,Ted Lieu,36,Twitter,tedlieu,21059255,9/21/2022
House,California,Democrat,Ted Lieu,36,Facebook,RepTedLieu,,9/21/2022
House,California,Democrat,Ted Lieu,36,Facebook,tedlieu,,9/21/2022
House,California,Democrat,Ted Lieu,36,Instagram,RepTedLieu,,9/21/2022
House,California,Democrat,Ted Lieu,36,YouTube,,https://www.youtube.com/reptedlieu,9/21/2022
House,California,Republican,Joe Collins,36,Twitter,joeecollins3,1124665360823848960,9/21/2022
House,California,Republican,Joe Collins,36,Facebook,joeecollins3,,9/21/2022
House,California,Republican,Joe Collins,36,Instagram,joeecollins3,,9/21/2022
House,California,Republican,Joe Collins,36,YouTube,,https://www.youtube.com/channel/UCygh4wRuEqSgCIrfZSzb_bw,9/21/2022
House,California,Republican,Ken Calvert,41,Twitter,KenCalvert,22545491,9/21/2022
House,California,Republican,Ken Calvert,41,Twitter,TeamCalvert,138553197,9/21/2022
House,California,Republican,Ken Calvert,41,Facebook,RepKenCalvert,,9/21/2022
House,California,Republican,Ken Calvert,41,Facebook,CalvertforCongress,,9/21/2022
House,California,Republican,Ken Calvert,41,Instagram,repkencalvert,,9/21/2022
House,California,Republican,Ken Calvert,41,YouTube,,https://www.youtube.com/user/RepKenCalvert,9/21/2022
House,California,Republican,Ken Calvert,41,YouTube,,https://www.youtube.com/user/CalvertforCongress,9/21/2022
House,California,Democrat,Will Rollins,41,Twitter,WillRollinsCA,1451293964464701440,9/21/2022
House,California,Democrat,Will Rollins,41,Facebook,WillRollinsForCongress,,9/21/2022
House,California,Democrat,Will Rollins,41,Instagram,willrollinsca,,9/21/2022
House,California,Democrat,Will Rollins,41,YouTube,,https://www.youtube.com/channel/UC6sGZd9YkSZvA4KRm45VmeA,9/21/2022
House,California,Democrat,Barbara Lee,12,Twitter,RepBarbaraLee,248735463,9/21/2022
House,California,Democrat,Barbara Lee,12,Twitter,BLeeForCongress,414436134,9/21/2022
House,California,Democrat,Barbara Lee,12,Facebook,RepBarbaraLee,,9/21/2022
House,California,Democrat,Barbara Lee,12,Facebook,BarbaraLeeforCongress,,9/21/2022
House,California,Democrat,Barbara Lee,12,Instagram,repbarbaralee,,9/21/2022
House,California,Democrat,Barbara Lee,12,Instagram,bleeforcongress,,9/21/2022
House,California,Democrat,Barbara Lee,12,YouTube,,https://www.youtube.com/user/RepLee,9/21/2022
House,California,Democrat,Mike Levin,49,Twitter,RepMikeLevin,1072134139560620032,9/21/2022
House,California,Democrat,Mike Levin,49,Twitter,MikeLevin,14573926,9/21/2022
